mote_id,monitored_time,on_time,tx_time,rx_time,int_time
7,70.0,1.0,0.0,0.0,0.0
8,70.0,1.0,0.0,0.0,0.0
9,70.0,2.0,1.0,0.0,0.0
10,70.0,2.0,1.0,0.0,0.0
0,70.0,1.0,0.0,0.0,0.0
1,70.0,2.0,1.0,0.0,0.0
2,70.0,2.0,1.0,0.0,0.0
3,70.0,2.0,1.0,0.0,0.0
4,70.0,2.0,1.0,0.0,0.0
5,70.0,2.0,1.0,0.0,0.0
6,70.0,1.0,0.0,0.0,0.0
7,70.0,1.0,0.0,0.0,0.0
8,70.0,1.0,0.0,0.0,0.0
9,70.0,2.0,1.0,0.0,0.0
10,70.0,2.0,1.0,0.0,0.0
0,71.0,1.0,0.0,0.0,0.0
1,71.0,2.0,1.0,0.0,0.0
2,71.0,2.0,1.0,0.0,0.0
3,71.0,2.0,1.0,0.0,0.0
4,70.0,2.0,1.0,0.0,0.0
5,71.0,2.0,1.0,0.0,0.0
6,71.0,1.0,0.0,0.0,0.0
7,71.0,1.0,0.0,0.0,0.0
8,71.0,1.0,0.0,0.0,0.0
9,71.0,2.0,1.0,0.0,0.0
10,71.0,2.0,1.0,0.0,0.0
0,73.0,1.0,0.0,0.0,0.0
1,73.0,2.0,1.0,0.0,0.0
2,74.0,2.0,1.0,0.0,0.0
3,74.0,2.0,1.0,0.0,0.0
4,74.0,2.0,1.0,0.0,0.0
5,74.0,2.0,1.0,0.0,0.0
6,74.0,1.0,0.0,0.0,0.0
7,74.0,1.0,0.0,0.0,0.0
8,74.0,1.0,0.0,0.0,0.0
9,74.0,2.0,1.0,0.0,0.0
10,74.0,2.0,1.0,0.0,0.0
0,74.0,1.0,0.0,0.0,0.0
1,74.0,2.0,1.0,0.0,0.0
2,74.0,2.0,1.0,0.0,0.0
3,74.0,2.0,1.0,0.0,0.0
4,74.0,2.0,1.0,0.0,0.0
5,74.0,2.0,1.0,0.0,0.0
6,74.0,1.0,0.0,0.0,0.0
7,74.0,1.0,0.0,0.0,0.0
8,74.0,1.0,0.0,0.0,0.0
9,74.0,2.0,1.0,0.0,0.0
10,74.0,2.0,1.0,0.0,0.0
0,83.0,1.0,0.0,0.0,0.0
1,83.0,2.0,1.0,0.0,0.0
2,83.0,2.0,1.0,0.0,0.0
3,83.0,2.0,1.0,0.0,0.0
4,83.0,2.0,1.0,0.0,0.0
5,83.0,2.0,1.0,0.0,0.0
6,83.0,1.0,0.0,0.0,0.0
7,83.0,1.0,0.0,0.0,0.0
8,83.0,1.0,0.0,0.0,0.0
9,83.0,2.0,1.0,0.0,0.0
10,83.0,2.0,1.0,0.0,0.0
0,83.0,1.0,0.0,0.0,0.0
1,83.0,2.0,1.0,0.0,0.0
2,83.0,2.0,1.0,0.0,0.0
3,83.0,2.0,1.0,0.0,0.0
4,83.0,2.0,1.0,0.0,0.0
5,83.0,2.0,1.0,0.0,0.0
6,83.0,1.0,0.0,0.0,0.0
7,83.0,1.0,0.0,0.0,0.0
8,83.0,1.0,0.0,0.0,0.0
9,83.0,2.0,1.0,0.0,0.0
10,83.0,2.0,1.0,0.0,0.0
0,83.0,1.0,0.0,0.0,0.0
1,83.0,2.0,1.0,0.0,0.0
2,83.0,2.0,1.0,0.0,0.0
3,83.0,2.0,1.0,0.0,0.0
4,83.0,2.0,1.0,0.0,0.0
5,83.0,2.0,1.0,0.0,0.0
6,83.0,1.0,0.0,0.0,0.0
7,83.0,1.0,0.0,0.0,0.0
8,83.0,1.0,0.0,0.0,0.0
9,83.0,2.0,1.0,0.0,0.0
10,83.0,2.0,1.0,0.0,0.0
0,83.0,1.0,0.0,0.0,0.0
1,83.0,2.0,1.0,0.0,0.0
2,83.0,2.0,1.0,0.0,0.0
3,83.0,2.0,1.0,0.0,0.0
4,83.0,2.0,1.0,0.0,0.0
5,83.0,2.0,1.0,0.0,0.0
6,83.0,1.0,0.0,0.0,0.0
7,83.0,1.0,0.0,0.0,0.0
8,83.0,1.0,0.0,0.0,0.0
9,83.0,2.0,1.0,0.0,0.0
10,83.0,2.0,1.0,0.0,0.0
0,83.0,1.0,0.0,0.0,0.0
1,83.0,2.0,1.0,0.0,0.0
2,83.0,2.0,1.0,0.0,0.0
3,83.0,2.0,1.0,0.0,0.0
4,83.0,2.0,1.0,0.0,0.0
5,83.0,2.0,1.0,0.0,0.0
6,83.0,1.0,0.0,0.0,0.0
7,83.0,1.0,0.0,0.0,0.0
8,83.0,1.0,0.0,0.0,0.0
9,83.0,2.0,1.0,0.0,0.0
10,83.0,2.0,1.0,0.0,0.0
0,83.0,1.0,0.0,0.0,0.0
1,83.0,2.0,1.0,0.0,0.0
2,83.0,2.0,1.0,0.0,0.0
3,83.0,2.0,1.0,0.0,0.0
4,83.0,2.0,1.0,0.0,0.0
5,83.0,2.0,1.0,0.0,0.0
6,83.0,1.0,0.0,0.0,0.0
7,83.0,1.0,0.0,0.0,0.0
8,83.0,1.0,0.0,0.0,0.0
9,83.0,2.0,1.0,0.0,0.0
10,83.0,2.0,1.0,0.0,0.0
0,83.0,1.0,0.0,0.0,0.0
1,83.0,2.0,1.0,0.0,0.0
2,83.0,2.0,1.0,0.0,0.0
3,83.0,2.0,1.0,0.0,0.0
4,83.0,2.0,1.0,0.0,0.0
5,83.0,2.0,1.0,0.0,0.0
6,83.0,1.0,0.0,0.0,0.0
7,83.0,1.0,0.0,0.0,0.0
8,83.0,1.0,0.0,0.0,0.0
9,83.0,2.0,1.0,0.0,0.0
10,83.0,2.0,1.0,0.0,0.0
0,83.0,1.0,0.0,0.0,0.0
1,83.0,2.0,1.0,0.0,0.0
2,83.0,2.0,1.0,0.0,0.0
3,83.0,2.0,1.0,0.0,0.0
4,83.0,2.0,1.0,0.0,0.0
5,83.0,2.0,1.0,0.0,0.0
6,83.0,1.0,0.0,0.0,0.0
7,83.0,1.0,0.0,0.0,0.0
8,83.0,1.0,0.0,0.0,0.0
9,83.0,2.0,1.0,0.0,0.0
10,83.0,2.0,1.0,0.0,0.0
0,86.0,1.0,0.0,0.0,0.0
1,86.0,2.0,1.0,0.0,0.0
2,86.0,2.0,1.0,0.0,0.0
3,86.0,2.0,1.0,0.0,0.0
4,86.0,2.0,1.0,0.0,0.0
5,86.0,2.0,1.0,0.0,0.0
6,86.0,1.0,0.0,0.0,0.0
7,86.0,1.0,0.0,0.0,0.0
8,86.0,1.0,0.0,0.0,0.0
9,86.0,2.0,1.0,0.0,0.0
10,86.0,2.0,1.0,0.0,0.0
0,86.0,1.0,0.0,0.0,0.0
1,86.0,2.0,1.0,0.0,0.0
2,86.0,2.0,1.0,0.0,0.0
3,86.0,2.0,1.0,0.0,0.0
4,86.0,2.0,1.0,0.0,0.0
5,86.0,2.0,1.0,0.0,0.0
6,86.0,1.0,0.0,0.0,0.0
7,86.0,1.0,0.0,0.0,0.0
8,86.0,1.0,0.0,0.0,0.0
9,86.0,2.0,1.0,0.0,0.0
10,86.0,2.0,1.0,0.0,0.0
0,86.0,1.0,0.0,0.0,0.0
1,86.0,2.0,1.0,0.0,0.0
2,86.0,2.0,1.0,0.0,0.0
3,86.0,2.0,1.0,0.0,0.0
4,86.0,2.0,1.0,0.0,0.0
5,86.0,2.0,1.0,0.0,0.0
6,86.0,1.0,0.0,0.0,0.0
7,86.0,1.0,0.0,0.0,0.0
8,86.0,1.0,0.0,0.0,0.0
9,86.0,2.0,1.0,0.0,0.0
10,86.0,2.0,1.0,0.0,0.0
0,99.0,1.0,0.0,0.0,0.0
1,99.0,2.0,1.0,0.0,0.0
2,99.0,2.0,1.0,0.0,0.0
3,99.0,2.0,1.0,0.0,0.0
4,99.0,2.0,1.0,0.0,0.0
5,99.0,2.0,1.0,0.0,0.0
6,99.0,1.0,0.0,0.0,0.0
7,99.0,1.0,0.0,0.0,0.0
8,99.0,1.0,0.0,0.0,0.0
9,99.0,2.0,1.0,0.0,0.0
10,99.0,2.0,1.0,0.0,0.0
0,99.0,1.0,0.0,0.0,0.0
1,99.0,2.0,1.0,0.0,0.0
2,99.0,2.0,1.0,0.0,0.0
3,99.0,2.0,1.0,0.0,0.0
4,99.0,2.0,1.0,0.0,0.0
5,99.0,2.0,1.0,0.0,0.0
6,99.0,1.0,0.0,0.0,0.0
7,99.0,1.0,0.0,0.0,0.0
8,99.0,1.0,0.0,0.0,0.0
9,99.0,2.0,1.0,0.0,0.0
10,99.0,2.0,1.0,0.0,0.0
0,99.0,1.0,0.0,0.0,0.0
1,99.0,2.0,1.0,0.0,0.0
2,99.0,2.0,1.0,0.0,0.0
3,99.0,2.0,1.0,0.0,0.0
4,99.0,2.0,1.0,0.0,0.0
5,99.0,2.0,1.0,0.0,0.0
6,99.0,1.0,0.0,0.0,0.0
7,99.0,1.0,0.0,0.0,0.0
8,99.0,1.0,0.0,0.0,0.0
9,99.0,2.0,1.0,0.0,0.0
10,99.0,2.0,1.0,0.0,0.0
0,99.0,1.0,0.0,0.0,0.0
1,99.0,2.0,1.0,0.0,0.0
2,99.0,2.0,1.0,0.0,0.0
3,99.0,2.0,1.0,0.0,0.0
4,99.0,2.0,1.0,0.0,0.0
5,99.0,2.0,1.0,0.0,0.0
6,99.0,1.0,0.0,0.0,0.0
7,99.0,1.0,0.0,0.0,0.0
8,99.0,1.0,0.0,0.0,0.0
9,99.0,2.0,1.0,0.0,0.0
10,99.0,2.0,1.0,0.0,0.0
0,99.0,1.0,0.0,0.0,0.0
1,99.0,2.0,1.0,0.0,0.0
2,99.0,2.0,1.0,0.0,0.0
3,99.0,2.0,1.0,0.0,0.0
4,99.0,2.0,1.0,0.0,0.0
5,99.0,2.0,1.0,0.0,0.0
6,99.0,1.0,0.0,0.0,0.0
7,99.0,1.0,0.0,0.0,0.0
8,99.0,1.0,0.0,0.0,0.0
9,99.0,2.0,1.0,0.0,0.0
10,99.0,2.0,1.0,0.0,0.0
0,99.0,1.0,0.0,0.0,0.0
1,99.0,2.0,1.0,0.0,0.0
2,99.0,2.0,1.0,0.0,0.0
3,99.0,2.0,1.0,0.0,0.0
4,99.0,2.0,1.0,0.0,0.0
5,99.0,2.0,1.0,0.0,0.0
6,99.0,1.0,0.0,0.0,0.0
7,99.0,1.0,0.0,0.0,0.0
8,99.0,1.0,0.0,0.0,0.0
9,99.0,2.0,1.0,0.0,0.0
10,99.0,2.0,1.0,0.0,0.0
0,99.0,1.0,0.0,0.0,0.0
1,99.0,2.0,1.0,0.0,0.0
2,99.0,2.0,1.0,0.0,0.0
3,99.0,2.0,1.0,0.0,0.0
4,99.0,2.0,1.0,0.0,0.0
5,99.0,2.0,1.0,0.0,0.0
6,99.0,1.0,0.0,0.0,0.0
7,99.0,1.0,0.0,0.0,0.0
8,99.0,1.0,0.0,0.0,0.0
9,99.0,2.0,1.0,0.0,0.0
10,99.0,2.0,1.0,0.0,0.0
0,99.0,1.0,0.0,0.0,0.0
1,99.0,2.0,1.0,0.0,0.0
2,99.0,2.0,1.0,0.0,0.0
3,99.0,2.0,1.0,0.0,0.0
4,99.0,2.0,1.0,0.0,0.0
5,99.0,2.0,1.0,0.0,0.0
6,99.0,1.0,0.0,0.0,0.0
7,99.0,1.0,0.0,0.0,0.0
8,99.0,1.0,0.0,0.0,0.0
9,99.0,2.0,1.0,0.0,0.0
10,99.0,2.0,1.0,0.0,0.0
0,99.0,1.0,0.0,0.0,0.0
1,99.0,2.0,1.0,0.0,0.0
2,99.0,2.0,1.0,0.0,0.0
3,99.0,2.0,1.0,0.0,0.0
4,99.0,2.0,1.0,0.0,0.0
5,99.0,2.0,1.0,0.0,0.0
6,99.0,1.0,0.0,0.0,0.0
7,99.0,1.0,0.0,0.0,0.0
8,99.0,1.0,0.0,0.0,0.0
9,99.0,2.0,1.0,0.0,0.0
10,99.0,2.0,1.0,0.0,0.0
0,99.0,1.0,0.0,0.0,0.0
1,99.0,2.0,1.0,0.0,0.0
2,99.0,2.0,1.0,0.0,0.0
3,99.0,2.0,1.0,0.0,0.0
4,99.0,2.0,1.0,0.0,0.0
5,99.0,2.0,1.0,0.0,0.0
6,99.0,1.0,0.0,0.0,0.0
7,99.0,1.0,0.0,0.0,0.0
8,99.0,1.0,0.0,0.0,0.0
9,99.0,2.0,1.0,0.0,0.0
10,99.0,2.0,1.0,0.0,0.0
0,99.0,1.0,0.0,0.0,0.0
1,99.0,2.0,1.0,0.0,0.0
2,99.0,2.0,1.0,0.0,0.0
3,99.0,2.0,1.0,0.0,0.0
4,99.0,2.0,1.0,0.0,0.0
5,99.0,2.0,1.0,0.0,0.0
6,100.0,1.0,0.0,0.0,0.0
7,99.0,2.0,0.0,0.0,0.0
8,99.0,1.0,0.0,0.0,0.0
9,99.0,2.0,1.0,0.0,0.0
10,99.0,2.0,1.0,0.0,0.0
0,100.0,1.0,0.0,0.0,0.0
1,100.0,3.0,1.0,0.0,0.0
2,100.0,2.0,1.0,0.0,0.0
3,100.0,2.0,1.0,0.0,0.0
4,100.0,2.0,1.0,0.0,0.0
5,100.0,2.0,1.0,0.0,0.0
6,100.0,1.0,0.0,0.0,0.0
7,100.0,2.0,0.0,0.0,0.0
8,100.0,1.0,0.0,0.0,0.0
9,100.0,2.0,1.0,0.0,0.0
10,100.0,2.0,1.0,0.0,0.0
0,105.0,1.0,0.0,0.0,0.0
1,105.0,3.0,1.0,0.0,0.0
2,105.0,2.0,1.0,0.0,0.0
3,105.0,3.0,1.0,0.0,0.0
4,105.0,2.0,1.0,0.0,0.0
5,105.0,2.0,1.0,0.0,0.0
6,105.0,1.0,0.0,0.0,0.0
7,105.0,2.0,0.0,0.0,0.0
8,105.0,1.0,0.0,0.0,0.0
9,105.0,2.0,1.0,0.0,0.0
10,105.0,2.0,1.0,0.0,0.0
0,105.0,1.0,0.0,0.0,0.0
1,105.0,3.0,1.0,0.0,0.0
2,105.0,2.0,1.0,0.0,0.0
3,105.0,3.0,1.0,0.0,0.0
4,105.0,2.0,1.0,0.0,0.0
5,105.0,2.0,1.0,0.0,0.0
6,105.0,1.0,0.0,0.0,0.0
7,105.0,2.0,0.0,0.0,0.0
8,105.0,1.0,0.0,0.0,0.0
9,105.0,2.0,1.0,0.0,0.0
10,105.0,2.0,1.0,0.0,0.0
0,105.0,1.0,0.0,0.0,0.0
1,105.0,3.0,1.0,0.0,0.0
2,105.0,2.0,1.0,0.0,0.0
3,105.0,3.0,1.0,0.0,0.0
4,105.0,2.0,1.0,0.0,0.0
5,105.0,2.0,1.0,0.0,0.0
6,105.0,1.0,0.0,0.0,0.0
7,105.0,2.0,0.0,0.0,0.0
8,105.0,1.0,0.0,0.0,0.0
9,105.0,2.0,1.0,0.0,0.0
10,105.0,2.0,1.0,0.0,0.0
0,105.0,1.0,0.0,0.0,0.0
1,105.0,3.0,1.0,0.0,0.0
2,105.0,2.0,1.0,0.0,0.0
3,105.0,3.0,1.0,0.0,0.0
4,105.0,2.0,1.0,0.0,0.0
5,105.0,2.0,1.0,0.0,0.0
6,105.0,1.0,0.0,0.0,0.0
7,105.0,2.0,0.0,0.0,0.0
8,105.0,1.0,0.0,0.0,0.0
9,105.0,2.0,1.0,0.0,0.0
10,105.0,2.0,1.0,0.0,0.0
0,107.0,1.0,0.0,0.0,0.0
1,107.0,3.0,1.0,0.0,0.0
2,107.0,3.0,1.0,0.0,0.0
3,107.0,3.0,1.0,0.0,0.0
4,107.0,2.0,1.0,0.0,0.0
5,107.0,2.0,1.0,0.0,0.0
6,107.0,1.0,0.0,0.0,0.0
7,107.0,2.0,0.0,0.0,0.0
8,107.0,1.0,0.0,0.0,0.0
9,107.0,2.0,1.0,0.0,0.0
10,107.0,2.0,1.0,0.0,0.0
0,110.0,1.0,0.0,0.0,0.0
1,110.0,3.0,1.0,0.0,0.0
2,110.0,3.0,1.0,0.0,0.0
3,110.0,3.0,1.0,0.0,0.0
4,110.0,2.0,1.0,0.0,0.0
5,110.0,2.0,1.0,0.0,0.0
6,110.0,1.0,0.0,0.0,0.0
7,110.0,2.0,0.0,0.0,0.0
8,110.0,1.0,0.0,0.0,0.0
9,110.0,2.0,1.0,0.0,0.0
10,110.0,2.0,1.0,0.0,0.0
0,110.0,1.0,0.0,0.0,0.0
1,110.0,3.0,1.0,0.0,0.0
2,110.0,3.0,1.0,0.0,0.0
3,110.0,3.0,1.0,0.0,0.0
4,110.0,2.0,1.0,0.0,0.0
5,110.0,2.0,1.0,0.0,0.0
6,110.0,1.0,0.0,0.0,0.0
7,110.0,2.0,0.0,0.0,0.0
8,110.0,1.0,0.0,0.0,0.0
9,110.0,2.0,1.0,0.0,0.0
10,110.0,2.0,1.0,0.0,0.0
0,110.0,1.0,0.0,0.0,0.0
1,110.0,3.0,1.0,0.0,0.0
2,110.0,3.0,1.0,0.0,0.0
3,110.0,3.0,1.0,0.0,0.0
4,110.0,2.0,1.0,0.0,0.0
5,110.0,2.0,1.0,0.0,0.0
6,110.0,1.0,0.0,0.0,0.0
7,110.0,2.0,0.0,0.0,0.0
8,110.0,1.0,0.0,0.0,0.0
9,110.0,2.0,1.0,0.0,0.0
10,110.0,2.0,1.0,0.0,0.0
0,115.0,1.0,0.0,0.0,0.0
1,115.0,3.0,1.0,0.0,0.0
2,115.0,3.0,1.0,0.0,0.0
3,115.0,3.0,1.0,0.0,0.0
4,115.0,2.0,1.0,0.0,0.0
5,115.0,2.0,1.0,0.0,0.0
6,115.0,1.0,0.0,0.0,0.0
7,115.0,2.0,0.0,0.0,0.0
8,115.0,1.0,0.0,0.0,0.0
9,115.0,2.0,1.0,0.0,0.0
10,115.0,2.0,1.0,0.0,0.0
0,115.0,1.0,0.0,0.0,0.0
1,115.0,3.0,1.0,0.0,0.0
2,115.0,3.0,1.0,0.0,0.0
3,115.0,3.0,1.0,0.0,0.0
4,115.0,2.0,1.0,0.0,0.0
5,115.0,2.0,1.0,0.0,0.0
6,115.0,1.0,0.0,0.0,0.0
7,115.0,2.0,0.0,0.0,0.0
8,115.0,1.0,0.0,0.0,0.0
9,115.0,2.0,1.0,0.0,0.0
10,115.0,2.0,1.0,0.0,0.0
0,115.0,1.0,0.0,0.0,0.0
1,115.0,3.0,1.0,0.0,0.0
2,115.0,3.0,1.0,0.0,0.0
3,115.0,3.0,1.0,0.0,0.0
4,115.0,2.0,1.0,0.0,0.0
5,115.0,2.0,1.0,0.0,0.0
6,115.0,1.0,0.0,0.0,0.0
7,115.0,2.0,0.0,0.0,0.0
8,115.0,1.0,0.0,0.0,0.0
9,115.0,2.0,1.0,0.0,0.0
10,115.0,2.0,1.0,0.0,0.0
0,115.0,1.0,0.0,0.0,0.0
1,115.0,3.0,1.0,0.0,0.0
2,115.0,3.0,1.0,0.0,0.0
3,115.0,3.0,1.0,0.0,0.0
4,115.0,2.0,1.0,0.0,0.0
5,115.0,2.0,1.0,0.0,0.0
6,115.0,1.0,0.0,0.0,0.0
7,115.0,2.0,0.0,0.0,0.0
8,115.0,1.0,0.0,0.0,0.0
9,115.0,2.0,1.0,0.0,0.0
10,115.0,2.0,1.0,0.0,0.0
0,116.0,1.0,0.0,0.0,0.0
1,116.0,3.0,1.0,0.0,0.0
2,116.0,3.0,1.0,0.0,0.0
3,116.0,3.0,1.0,0.0,0.0
4,116.0,2.0,1.0,0.0,0.0
5,116.0,2.0,1.0,0.0,0.0
6,116.0,1.0,0.0,0.0,0.0
7,116.0,2.0,0.0,0.0,0.0
8,116.0,1.0,0.0,0.0,0.0
9,116.0,2.0,1.0,0.0,0.0
10,116.0,2.0,1.0,0.0,0.0
0,117.0,1.0,0.0,0.0,0.0
1,117.0,3.0,1.0,0.0,0.0
2,117.0,3.0,1.0,0.0,0.0
3,117.0,3.0,1.0,0.0,0.0
4,117.0,2.0,1.0,0.0,0.0
5,117.0,2.0,1.0,0.0,0.0
6,117.0,1.0,0.0,0.0,0.0
7,117.0,2.0,0.0,0.0,0.0
8,117.0,1.0,0.0,0.0,0.0
9,117.0,2.0,1.0,0.0,0.0
10,117.0,2.0,1.0,0.0,0.0
