mote_id,monitored_time,on_time,tx_time,rx_time,int_time
4,16.0,0.0,0.0,0.0,0.0
5,16.0,0.0,0.0,0.0,0.0
6,16.0,0.0,0.0,0.0,0.0
7,16.0,0.0,0.0,0.0,0.0
8,16.0,0.0,0.0,0.0,0.0
9,16.0,0.0,0.0,0.0,0.0
10,16.0,0.0,0.0,0.0,0.0
0,18.0,0.0,0.0,0.0,0.0
1,18.0,1.0,1.0,0.0,0.0
2,18.0,1.0,1.0,0.0,0.0
3,18.0,0.0,0.0,0.0,0.0
4,17.0,0.0,0.0,0.0,0.0
5,18.0,0.0,0.0,0.0,0.0
6,18.0,0.0,0.0,0.0,0.0
7,18.0,0.0,0.0,0.0,0.0
8,18.0,0.0,0.0,0.0,0.0
9,18.0,0.0,0.0,0.0,0.0
10,18.0,0.0,0.0,0.0,0.0
0,19.0,0.0,0.0,0.0,0.0
1,19.0,1.0,1.0,0.0,0.0
2,19.0,1.0,1.0,0.0,0.0
3,19.0,0.0,0.0,0.0,0.0
4,19.0,0.0,0.0,0.0,0.0
5,19.0,0.0,0.0,0.0,0.0
6,19.0,0.0,0.0,0.0,0.0
7,19.0,0.0,0.0,0.0,0.0
8,19.0,0.0,0.0,0.0,0.0
9,19.0,0.0,0.0,0.0,0.0
10,19.0,0.0,0.0,0.0,0.0
0,21.0,0.0,0.0,0.0,0.0
1,21.0,1.0,1.0,0.0,0.0
2,21.0,1.0,1.0,0.0,0.0
3,21.0,0.0,0.0,0.0,0.0
4,21.0,0.0,0.0,0.0,0.0
5,21.0,0.0,0.0,0.0,0.0
6,21.0,0.0,0.0,0.0,0.0
7,21.0,0.0,0.0,0.0,0.0
8,21.0,0.0,0.0,0.0,0.0
9,21.0,0.0,0.0,0.0,0.0
10,21.0,0.0,0.0,0.0,0.0
0,21.0,0.0,0.0,0.0,0.0
1,21.0,1.0,1.0,0.0,0.0
2,21.0,1.0,1.0,0.0,0.0
3,21.0,0.0,0.0,0.0,0.0
4,21.0,0.0,0.0,0.0,0.0
5,21.0,0.0,0.0,0.0,0.0
6,21.0,0.0,0.0,0.0,0.0
7,21.0,0.0,0.0,0.0,0.0
8,21.0,0.0,0.0,0.0,0.0
9,21.0,0.0,0.0,0.0,0.0
10,21.0,0.0,0.0,0.0,0.0
0,22.0,0.0,0.0,0.0,0.0
1,22.0,1.0,1.0,0.0,0.0
2,22.0,1.0,1.0,0.0,0.0
3,22.0,1.0,0.0,0.0,0.0
4,22.0,0.0,0.0,0.0,0.0
5,22.0,0.0,0.0,0.0,0.0
6,23.0,0.0,0.0,0.0,0.0
7,23.0,0.0,0.0,0.0,0.0
8,22.0,0.0,0.0,0.0,0.0
9,23.0,0.0,0.0,0.0,0.0
10,22.0,0.0,0.0,0.0,0.0
0,24.0,0.0,0.0,0.0,0.0
1,24.0,2.0,1.0,0.0,0.0
2,24.0,1.0,1.0,0.0,0.0
3,24.0,1.0,0.0,0.0,0.0
4,24.0,1.0,1.0,0.0,0.0
5,24.0,0.0,0.0,0.0,0.0
6,24.0,0.0,0.0,0.0,0.0
7,24.0,0.0,0.0,0.0,0.0
8,24.0,0.0,0.0,0.0,0.0
9,24.0,1.0,1.0,0.0,0.0
10,24.0,0.0,0.0,0.0,0.0
0,25.0,0.0,0.0,0.0,0.0
1,25.0,2.0,1.0,0.0,0.0
2,25.0,1.0,1.0,0.0,0.0
3,26.0,1.0,0.0,0.0,0.0
4,26.0,1.0,1.0,0.0,0.0
5,26.0,0.0,0.0,0.0,0.0
6,26.0,0.0,0.0,0.0,0.0
7,26.0,0.0,0.0,0.0,0.0
8,26.0,0.0,0.0,0.0,0.0
9,26.0,1.0,1.0,0.0,0.0
10,26.0,0.0,0.0,0.0,0.0
0,26.0,0.0,0.0,0.0,0.0
1,26.0,2.0,1.0,0.0,0.0
2,26.0,1.0,1.0,0.0,0.0
3,26.0,1.0,1.0,0.0,0.0
4,26.0,1.0,1.0,0.0,0.0
5,26.0,0.0,0.0,0.0,0.0
6,26.0,0.0,0.0,0.0,0.0
7,26.0,0.0,0.0,0.0,0.0
8,26.0,0.0,0.0,0.0,0.0
9,26.0,1.0,1.0,0.0,0.0
10,26.0,1.0,0.0,0.0,0.0
0,28.0,0.0,0.0,0.0,0.0
1,28.0,2.0,1.0,0.0,0.0
2,28.0,2.0,1.0,0.0,0.0
3,28.0,2.0,1.0,0.0,0.0
4,28.0,1.0,1.0,0.0,0.0
5,28.0,0.0,0.0,0.0,0.0
6,28.0,0.0,0.0,0.0,0.0
7,28.0,0.0,0.0,0.0,0.0
8,28.0,0.0,0.0,0.0,0.0
9,28.0,1.0,1.0,0.0,0.0
10,28.0,1.0,1.0,0.0,0.0
0,28.0,0.0,0.0,0.0,0.0
1,28.0,2.0,1.0,0.0,0.0
2,28.0,2.0,1.0,0.0,0.0
3,28.0,2.0,1.0,0.0,0.0
4,28.0,1.0,1.0,0.0,0.0
5,28.0,0.0,0.0,0.0,0.0
6,28.0,0.0,0.0,0.0,0.0
7,28.0,0.0,0.0,0.0,0.0
8,28.0,0.0,0.0,0.0,0.0
9,28.0,1.0,1.0,0.0,0.0
10,28.0,2.0,1.0,0.0,0.0
0,30.0,0.0,0.0,0.0,0.0
1,30.0,2.0,1.0,0.0,0.0
2,30.0,2.0,1.0,0.0,0.0
3,30.0,2.0,1.0,0.0,0.0
4,30.0,1.0,1.0,0.0,0.0
5,30.0,0.0,0.0,0.0,0.0
6,30.0,0.0,0.0,0.0,0.0
7,30.0,1.0,0.0,0.0,0.0
8,30.0,0.0,0.0,0.0,0.0
9,30.0,1.0,1.0,0.0,0.0
10,30.0,2.0,1.0,0.0,0.0
0,32.0,0.0,0.0,0.0,0.0
1,32.0,2.0,1.0,0.0,0.0
2,32.0,2.0,1.0,0.0,0.0
3,32.0,2.0,1.0,0.0,0.0
4,32.0,1.0,1.0,0.0,0.0
5,32.0,1.0,0.0,0.0,0.0
6,32.0,1.0,0.0,0.0,0.0
7,32.0,1.0,0.0,0.0,0.0
8,32.0,0.0,0.0,0.0,0.0
9,32.0,1.0,1.0,0.0,0.0
10,32.0,2.0,1.0,0.0,0.0
0,32.0,0.0,0.0,0.0,0.0
1,32.0,2.0,1.0,0.0,0.0
2,32.0,2.0,1.0,0.0,0.0
3,32.0,2.0,1.0,0.0,0.0
4,32.0,1.0,1.0,0.0,0.0
5,32.0,1.0,0.0,0.0,0.0
6,32.0,1.0,0.0,0.0,0.0
7,32.0,1.0,0.0,0.0,0.0
8,32.0,0.0,0.0,0.0,0.0
9,32.0,1.0,1.0,0.0,0.0
10,32.0,2.0,1.0,0.0,0.0
0,33.0,0.0,0.0,0.0,0.0
1,33.0,2.0,1.0,0.0,0.0
2,33.0,2.0,1.0,0.0,0.0
3,33.0,2.0,1.0,0.0,0.0
4,33.0,1.0,1.0,0.0,0.0
5,33.0,1.0,0.0,0.0,0.0
6,33.0,1.0,0.0,0.0,0.0
7,33.0,1.0,0.0,0.0,0.0
8,33.0,0.0,0.0,0.0,0.0
9,33.0,1.0,1.0,0.0,0.0
10,33.0,2.0,1.0,0.0,0.0
0,37.0,0.0,0.0,0.0,0.0
1,37.0,2.0,1.0,0.0,0.0
2,37.0,2.0,1.0,0.0,0.0
3,37.0,2.0,1.0,0.0,0.0
4,37.0,1.0,1.0,0.0,0.0
5,37.0,1.0,0.0,0.0,0.0
6,37.0,1.0,0.0,0.0,0.0
7,37.0,1.0,0.0,0.0,0.0
8,37.0,0.0,0.0,0.0,0.0
9,37.0,1.0,1.0,0.0,0.0
10,37.0,2.0,1.0,0.0,0.0
0,37.0,0.0,0.0,0.0,0.0
1,37.0,2.0,1.0,0.0,0.0
2,37.0,2.0,1.0,0.0,0.0
3,37.0,2.0,1.0,0.0,0.0
4,37.0,1.0,1.0,0.0,0.0
5,37.0,1.0,0.0,0.0,0.0
6,37.0,1.0,0.0,0.0,0.0
7,37.0,1.0,0.0,0.0,0.0
8,37.0,0.0,0.0,0.0,0.0
9,37.0,1.0,1.0,0.0,0.0
10,37.0,2.0,1.0,0.0,0.0
0,37.0,0.0,0.0,0.0,0.0
1,37.0,2.0,1.0,0.0,0.0
2,37.0,2.0,1.0,0.0,0.0
3,37.0,2.0,1.0,0.0,0.0
4,37.0,1.0,1.0,0.0,0.0
5,37.0,1.0,0.0,0.0,0.0
6,37.0,1.0,0.0,0.0,0.0
7,37.0,1.0,0.0,0.0,0.0
8,37.0,0.0,0.0,0.0,0.0
9,37.0,1.0,1.0,0.0,0.0
10,37.0,2.0,1.0,0.0,0.0
0,40.0,0.0,0.0,0.0,0.0
1,40.0,2.0,1.0,0.0,0.0
2,40.0,2.0,1.0,0.0,0.0
3,40.0,2.0,1.0,0.0,0.0
4,40.0,1.0,1.0,0.0,0.0
5,40.0,1.0,0.0,0.0,0.0
6,40.0,1.0,0.0,0.0,0.0
7,40.0,1.0,0.0,0.0,0.0
8,40.0,0.0,0.0,0.0,0.0
9,40.0,1.0,1.0,0.0,0.0
10,40.0,2.0,1.0,0.0,0.0
0,40.0,0.0,0.0,0.0,0.0
1,40.0,2.0,1.0,0.0,0.0
2,40.0,2.0,1.0,0.0,0.0
3,40.0,2.0,1.0,0.0,0.0
4,40.0,1.0,1.0,0.0,0.0
5,40.0,1.0,0.0,0.0,0.0
6,40.0,1.0,0.0,0.0,0.0
7,40.0,1.0,0.0,0.0,0.0
8,40.0,0.0,0.0,0.0,0.0
9,40.0,1.0,1.0,0.0,0.0
10,40.0,2.0,1.0,0.0,0.0
0,40.0,0.0,0.0,0.0,0.0
1,40.0,2.0,1.0,0.0,0.0
2,40.0,2.0,1.0,0.0,0.0
3,40.0,2.0,1.0,0.0,0.0
4,40.0,1.0,1.0,0.0,0.0
5,40.0,1.0,0.0,0.0,0.0
6,40.0,1.0,0.0,0.0,0.0
7,40.0,1.0,0.0,0.0,0.0
8,40.0,0.0,0.0,0.0,0.0
9,40.0,1.0,1.0,0.0,0.0
10,40.0,2.0,1.0,0.0,0.0
0,42.0,0.0,0.0,0.0,0.0
1,42.0,2.0,1.0,0.0,0.0
2,42.0,2.0,1.0,0.0,0.0
3,43.0,2.0,1.0,0.0,0.0
4,42.0,1.0,1.0,0.0,0.0
5,43.0,1.0,0.0,0.0,0.0
6,43.0,1.0,0.0,0.0,0.0
7,43.0,1.0,0.0,0.0,0.0
8,42.0,0.0,0.0,0.0,0.0
9,43.0,1.0,1.0,0.0,0.0
10,42.0,2.0,1.0,0.0,0.0
0,43.0,0.0,0.0,0.0,0.0
1,43.0,2.0,1.0,0.0,0.0
2,43.0,2.0,1.0,0.0,0.0
3,43.0,2.0,1.0,0.0,0.0
4,43.0,1.0,1.0,0.0,0.0
5,43.0,1.0,0.0,0.0,0.0
6,43.0,1.0,0.0,0.0,0.0
7,43.0,1.0,0.0,0.0,0.0
8,43.0,0.0,0.0,0.0,0.0
9,43.0,1.0,1.0,0.0,0.0
10,43.0,2.0,1.0,0.0,0.0
0,50.0,0.0,0.0,0.0,0.0
1,50.0,2.0,1.0,0.0,0.0
2,50.0,2.0,1.0,0.0,0.0
3,50.0,2.0,1.0,0.0,0.0
4,50.0,1.0,1.0,0.0,0.0
5,50.0,1.0,0.0,0.0,0.0
6,50.0,1.0,0.0,0.0,0.0
7,50.0,1.0,0.0,0.0,0.0
8,50.0,1.0,0.0,0.0,0.0
9,50.0,1.0,1.0,0.0,0.0
10,50.0,2.0,1.0,0.0,0.0
0,50.0,0.0,0.0,0.0,0.0
1,50.0,2.0,1.0,0.0,0.0
2,50.0,2.0,1.0,0.0,0.0
3,50.0,2.0,1.0,0.0,0.0
4,50.0,1.0,1.0,0.0,0.0
5,50.0,1.0,0.0,0.0,0.0
6,50.0,1.0,0.0,0.0,0.0
7,50.0,1.0,0.0,0.0,0.0
8,50.0,1.0,0.0,0.0,0.0
9,50.0,1.0,1.0,0.0,0.0
10,50.0,2.0,1.0,0.0,0.0
0,50.0,0.0,0.0,0.0,0.0
1,50.0,2.0,1.0,0.0,0.0
2,50.0,2.0,1.0,0.0,0.0
3,50.0,2.0,1.0,0.0,0.0
4,50.0,1.0,1.0,0.0,0.0
5,50.0,1.0,0.0,0.0,0.0
6,50.0,1.0,0.0,0.0,0.0
7,50.0,1.0,0.0,0.0,0.0
8,50.0,1.0,0.0,0.0,0.0
9,50.0,1.0,1.0,0.0,0.0
10,50.0,2.0,1.0,0.0,0.0
0,50.0,0.0,0.0,0.0,0.0
1,50.0,2.0,1.0,0.0,0.0
2,50.0,2.0,1.0,0.0,0.0
3,50.0,2.0,1.0,0.0,0.0
4,50.0,1.0,1.0,0.0,0.0
5,50.0,1.0,0.0,0.0,0.0
6,50.0,1.0,0.0,0.0,0.0
7,50.0,1.0,0.0,0.0,0.0
8,50.0,1.0,0.0,0.0,0.0
9,50.0,1.0,1.0,0.0,0.0
10,50.0,2.0,1.0,0.0,0.0
0,50.0,0.0,0.0,0.0,0.0
1,50.0,2.0,1.0,0.0,0.0
2,50.0,2.0,1.0,0.0,0.0
3,50.0,2.0,1.0,0.0,0.0
4,50.0,1.0,1.0,0.0,0.0
5,50.0,1.0,0.0,0.0,0.0
6,50.0,1.0,0.0,0.0,0.0
7,50.0,1.0,0.0,0.0,0.0
8,50.0,1.0,0.0,0.0,0.0
9,50.0,1.0,1.0,0.0,0.0
10,50.0,2.0,1.0,0.0,0.0
0,50.0,0.0,0.0,0.0,0.0
1,50.0,2.0,1.0,0.0,0.0
2,50.0,2.0,1.0,0.0,0.0
3,50.0,2.0,1.0,0.0,0.0
4,50.0,1.0,1.0,0.0,0.0
5,50.0,1.0,0.0,0.0,0.0
6,50.0,1.0,0.0,0.0,0.0
7,50.0,1.0,0.0,0.0,0.0
8,50.0,1.0,0.0,0.0,0.0
9,50.0,1.0,1.0,0.0,0.0
10,50.0,2.0,1.0,0.0,0.0
0,54.0,0.0,0.0,0.0,0.0
1,54.0,2.0,1.0,0.0,0.0
2,54.0,2.0,1.0,0.0,0.0
3,54.0,2.0,1.0,0.0,0.0
4,54.0,1.0,1.0,0.0,0.0
5,54.0,1.0,0.0,0.0,0.0
6,54.0,1.0,0.0,0.0,0.0
7,54.0,1.0,0.0,0.0,0.0
8,54.0,1.0,0.0,0.0,0.0
9,54.0,2.0,1.0,0.0,0.0
10,54.0,2.0,1.0,0.0,0.0
0,54.0,0.0,0.0,0.0,0.0
1,54.0,2.0,1.0,0.0,0.0
2,54.0,2.0,1.0,0.0,0.0
3,54.0,2.0,1.0,0.0,0.0
4,54.0,1.0,1.0,0.0,0.0
5,54.0,1.0,0.0,0.0,0.0
6,54.0,1.0,0.0,0.0,0.0
7,54.0,1.0,0.0,0.0,0.0
8,54.0,1.0,0.0,0.0,0.0
9,54.0,2.0,1.0,0.0,0.0
10,54.0,2.0,1.0,0.0,0.0
0,54.0,0.0,0.0,0.0,0.0
1,54.0,2.0,1.0,0.0,0.0
2,54.0,2.0,1.0,0.0,0.0
3,54.0,2.0,1.0,0.0,0.0
4,54.0,1.0,1.0,0.0,0.0
5,54.0,1.0,0.0,0.0,0.0
6,54.0,1.0,0.0,0.0,0.0
7,54.0,1.0,0.0,0.0,0.0
8,54.0,1.0,0.0,0.0,0.0
9,54.0,2.0,1.0,0.0,0.0
10,54.0,2.0,1.0,0.0,0.0
0,55.0,1.0,0.0,0.0,0.0
1,55.0,2.0,1.0,0.0,0.0
2,55.0,2.0,1.0,0.0,0.0
3,55.0,2.0,1.0,0.0,0.0
4,55.0,1.0,1.0,0.0,0.0
5,55.0,1.0,0.0,0.0,0.0
6,55.0,1.0,0.0,0.0,0.0
7,55.0,1.0,0.0,0.0,0.0
8,55.0,1.0,0.0,0.0,0.0
9,55.0,2.0,1.0,0.0,0.0
10,55.0,2.0,1.0,0.0,0.0
0,56.0,1.0,0.0,0.0,0.0
1,56.0,2.0,1.0,0.0,0.0
2,56.0,2.0,1.0,0.0,0.0
3,56.0,2.0,1.0,0.0,0.0
4,56.0,2.0,1.0,0.0,0.0
5,56.0,1.0,0.0,0.0,0.0
6,56.0,1.0,0.0,0.0,0.0
7,56.0,1.0,0.0,0.0,0.0
8,56.0,1.0,0.0,0.0,0.0
9,56.0,2.0,1.0,0.0,0.0
10,56.0,2.0,1.0,0.0,0.0
0,57.0,1.0,0.0,0.0,0.0
1,57.0,2.0,1.0,0.0,0.0
2,57.0,2.0,1.0,0.0,0.0
3,57.0,2.0,1.0,0.0,0.0
4,57.0,2.0,1.0,0.0,0.0
5,57.0,1.0,0.0,0.0,0.0
6,57.0,1.0,0.0,0.0,0.0
7,57.0,1.0,0.0,0.0,0.0
8,57.0,1.0,0.0,0.0,0.0
9,57.0,2.0,1.0,0.0,0.0
10,57.0,2.0,1.0,0.0,0.0
0,59.0,1.0,0.0,0.0,0.0
1,59.0,2.0,1.0,0.0,0.0
2,59.0,2.0,1.0,0.0,0.0
3,59.0,2.0,1.0,0.0,0.0
4,59.0,2.0,1.0,0.0,0.0
5,59.0,1.0,0.0,0.0,0.0
6,59.0,1.0,0.0,0.0,0.0
7,59.0,1.0,0.0,0.0,0.0
8,59.0,1.0,0.0,0.0,0.0
9,59.0,2.0,1.0,0.0,0.0
10,59.0,2.0,1.0,0.0,0.0
0,60.0,1.0,0.0,0.0,0.0
1,60.0,2.0,1.0,0.0,0.0
2,60.0,2.0,1.0,0.0,0.0
3,60.0,2.0,1.0,0.0,0.0
4,60.0,2.0,1.0,0.0,0.0
5,60.0,1.0,0.0,0.0,0.0
6,60.0,1.0,0.0,0.0,0.0
7,60.0,1.0,0.0,0.0,0.0
8,60.0,1.0,0.0,0.0,0.0
9,60.0,2.0,1.0,0.0,0.0
10,60.0,2.0,1.0,0.0,0.0
0,61.0,1.0,0.0,0.0,0.0
1,61.0,2.0,1.0,0.0,0.0
2,61.0,2.0,1.0,0.0,0.0
3,61.0,2.0,1.0,0.0,0.0
4,61.0,2.0,1.0,0.0,0.0
5,61.0,1.0,1.0,0.0,0.0
6,61.0,1.0,0.0,0.0,0.0
7,61.0,1.0,0.0,0.0,0.0
8,61.0,1.0,0.0,0.0,0.0
9,61.0,2.0,1.0,0.0,0.0
10,61.0,2.0,1.0,0.0,0.0
0,63.0,1.0,0.0,0.0,0.0
1,63.0,2.0,1.0,0.0,0.0
2,63.0,2.0,1.0,0.0,0.0
3,63.0,2.0,1.0,0.0,0.0
4,63.0,2.0,1.0,0.0,0.0
5,63.0,1.0,1.0,0.0,0.0
6,63.0,1.0,0.0,0.0,0.0
7,63.0,1.0,0.0,0.0,0.0
8,63.0,1.0,0.0,0.0,0.0
9,63.0,2.0,1.0,0.0,0.0
10,63.0,2.0,1.0,0.0,0.0
0,63.0,1.0,0.0,0.0,0.0
1,63.0,2.0,1.0,0.0,0.0
2,63.0,2.0,1.0,0.0,0.0
3,63.0,2.0,1.0,0.0,0.0
4,63.0,2.0,1.0,0.0,0.0
5,63.0,1.0,1.0,0.0,0.0
6,63.0,1.0,0.0,0.0,0.0
7,63.0,1.0,0.0,0.0,0.0
8,63.0,1.0,0.0,0.0,0.0
9,63.0,2.0,1.0,0.0,0.0
10,63.0,2.0,1.0,0.0,0.0
0,67.0,1.0,0.0,0.0,0.0
1,67.0,2.0,1.0,0.0,0.0
2,67.0,2.0,1.0,0.0,0.0
3,67.0,2.0,1.0,0.0,0.0
4,67.0,2.0,1.0,0.0,0.0
5,67.0,2.0,1.0,0.0,0.0
6,67.0,1.0,0.0,0.0,0.0
7,67.0,1.0,0.0,0.0,0.0
8,67.0,1.0,0.0,0.0,0.0
9,67.0,2.0,1.0,0.0,0.0
10,67.0,2.0,1.0,0.0,0.0
0,67.0,1.0,0.0,0.0,0.0
1,67.0,2.0,1.0,0.0,0.0
2,67.0,2.0,1.0,0.0,0.0
3,67.0,2.0,1.0,0.0,0.0
4,67.0,2.0,1.0,0.0,0.0
5,67.0,2.0,1.0,0.0,0.0
6,67.0,1.0,0.0,0.0,0.0
7,67.0,1.0,0.0,0.0,0.0
8,67.0,1.0,0.0,0.0,0.0
9,67.0,2.0,1.0,0.0,0.0
10,67.0,2.0,1.0,0.0,0.0
0,67.0,1.0,0.0,0.0,0.0
1,67.0,2.0,1.0,0.0,0.0
2,67.0,2.0,1.0,0.0,0.0
3,67.0,2.0,1.0,0.0,0.0
4,67.0,2.0,1.0,0.0,0.0
5,67.0,2.0,1.0,0.0,0.0
6,67.0,1.0,0.0,0.0,0.0
7,67.0,1.0,0.0,0.0,0.0
8,67.0,1.0,0.0,0.0,0.0
9,67.0,2.0,1.0,0.0,0.0
10,67.0,2.0,1.0,0.0,0.0
0,70.0,1.0,0.0,0.0,0.0
1,70.0,2.0,1.0,0.0,0.0
2,70.0,2.0,1.0,0.0,0.0
3,70.0,2.0,1.0,0.0,0.0
4,70.0,2.0,1.0,0.0,0.0
5,70.0,2.0,1.0,0.0,0.0
6,70.0,1.0,0.0,0.0,0.0
